id,productStyle,age,gender,region,node,stageNum,stageName,timestamp,type
b359837e-655c-434f-8b40-79b3df845949,style1,31-to-60,male,us,2,2,Manufacturing,2017-11-01T13:02:31,ctype
d9a3761b-7938-4d09-a0e5-64a96c87d391,style1,31-to-60,male,asia,1,2,Manufacturing,2017-11-01T07:36:28,ctype
4e1133be-7fc7-475d-ab7d-e5f9c143454a,style1,31-to-60,male,asia,2,2,Manufacturing,2017-11-01T05:39:47,ctype
8436a33f-e9b7-47c9-a245-a7be4846455f,style1,31-to-60,male,asia,2,2,Manufacturing,2017-11-01T11:37:06,ctype
f3643894-f70c-4a59-87b6-b971c07dc80d,style1,31-to-60,male,asia,2,2,Manufacturing,2017-11-01T13:29:10,etype
a30d226b-2ced-4e68-b835-26fea2281d04,style1,31-to-60,male,asia,2,2,Manufacturing,2017-11-01T18:58:29,ctype
4bccdd10-8989-4293-a0dd-e60596f95478,style1,31-to-60,male,asia,2,2,Manufacturing,2017-11-01T19:40:45,ctype
39141981-c4e1-4c02-b117-44434e537e89,style1,31-to-60,male,europe,1,2,Manufacturing,2017-11-01T13:37:57,etype
1eb709b2-9d7b-4e8c-8291-1c8cb849b056,style1,31-to-60,male,europe,1,2,Manufacturing,2017-11-01T20:19:42,etype
7713e9a8-378a-40fd-a9c4-b0ed789b88a3,style1,31-to-60,male,europe,1,2,Manufacturing,2017-11-02T00:48:33,ctype
4ad1c3a6-9860-4f1b-a162-83e3357e3e87,style1,31-to-60,male,europe,2,2,Manufacturing,2017-11-01T19:38:13,ctype
f28bc296-bc08-4b78-8ca0-818d4faea791,style1,31-to-60,female,us,2,2,Manufacturing,2017-11-01T04:12:49,btype
f5042bca-3614-4814-94bc-2f597b423306,style1,31-to-60,female,asia,1,2,Manufacturing,2017-11-01T08:34:03,btype
6b755da3-68eb-4e35-8413-c30a3c71a1d2,style1,31-to-60,female,europe,1,2,Manufacturing,2017-11-01T04:41:54,dtype
3bd26324-935a-4c62-9a5b-1184f85accdf,style1,over-60,male,us,2,2,Manufacturing,2017-11-01T10:53:16,atype
ff480cbe-ecee-4654-b289-fbb6efac2388,style1,over-60,male,us,2,2,Manufacturing,2017-11-01T19:29:56,etype
a92b980c-2db5-43ce-81c3-3d3190551618,style1,over-60,male,asia,1,2,Manufacturing,2017-11-01T11:14:26,dtype
237e3ff7-5f28-46c4-b44a-2a4cc9911088,style1,over-60,male,asia,1,2,Manufacturing,2017-11-02T00:16:08,btype
5dba0f7a-4c7a-4cf5-bd4f-3eb718e436f6,style1,over-60,male,asia,2,2,Manufacturing,2017-11-01T05:19:23,btype
09b0468c-ac97-4adb-a628-15dcb56cf3fc,style1,over-60,male,asia,2,2,Manufacturing,2017-11-01T17:00:25,ftype
b14b9a97-bf59-4d50-8db4-0095a0b9f50f,style1,over-60,male,europe,1,2,Manufacturing,2017-11-01T03:30:44,etype
c49f4db9-a5a3-4097-b68d-625f4dabd54b,style1,over-60,male,europe,1,2,Manufacturing,2017-11-01T09:12:43,atype
f1691039-981c-48e9-817b-53c92de37d0e,style1,over-60,male,europe,1,2,Manufacturing,2017-11-01T17:01:06,etype
fea93ae6-470a-446f-830d-555cf962addc,style1,over-60,male,europe,2,2,Manufacturing,2017-11-01T20:36:25,btype
017d04f4-480e-4ce6-ad63-5ebd8daa552f,style1,over-60,female,us,2,2,Manufacturing,2017-11-01T10:09:01,ctype
d1aecc09-dbd9-464c-9811-724615b5cf39,style1,over-60,female,us,2,2,Manufacturing,2017-11-01T13:52:09,btype
730cd9e5-eabb-4cf9-8da6-9656c12f7a03,style1,over-60,female,us,2,2,Manufacturing,2017-11-01T16:24:10,ftype
65928a23-524b-4ab9-a09c-20f67bad18d5,style1,over-60,female,asia,1,2,Manufacturing,2017-11-01T06:15:21,etype
1e123405-b426-481a-87e7-5d9d30d4a3a7,style1,over-60,female,asia,1,2,Manufacturing,2017-11-01T11:42:59,atype
802635ff-9ae5-40a5-9701-f00fa6536282,style1,over-60,female,asia,1,2,Manufacturing,2017-11-01T19:39:46,ftype
2d2f8a31-b1bb-4b0f-85fb-52619dee9cfd,style1,over-60,female,asia,2,2,Manufacturing,2017-11-01T02:56:31,btype
552284a4-cb07-4c64-b5fd-baa365511593,style1,over-60,female,asia,2,2,Manufacturing,2017-11-01T04:53:38,btype
471515ac-8496-4c31-bebb-eaa3e5cfe866,style1,over-60,female,europe,1,2,Manufacturing,2017-11-01T05:01:49,ctype
8c464fac-b9e6-4c30-90a3-e6864e1dc57c,style1,over-60,female,europe,2,2,Manufacturing,2017-11-01T07:30:18,ctype
66913d02-ae07-4aa2-a4a2-f15e62fdd5b7,style2,under-30,male,us,1,2,Manufacturing,2017-11-01T12:35:23,ctype
a0895338-f02e-4204-a109-29a30d3fedcc,style2,under-30,male,us,2,2,Manufacturing,2017-11-01T01:42:44,ctype
f3561022-eb3c-44a5-8f38-6299d19c204d,style2,under-30,male,us,2,2,Manufacturing,2017-11-01T03:13:24,atype
e92911c5-3456-46c0-8203-90ca84ff61ec,style2,under-30,male,us,2,2,Manufacturing,2017-11-01T03:41:16,etype
9e6844c5-5120-459e-b508-399c04793fd8,style2,under-30,male,us,2,2,Manufacturing,2017-11-01T06:01:43,etype
8f119bb9-2827-4893-a1d2-1d2236eee062,style2,under-30,male,us,2,2,Manufacturing,2017-11-01T09:11:08,dtype
0b19ffbf-a0dd-464c-a567-178e61bb44c9,style2,under-30,male,asia,1,2,Manufacturing,2017-11-01T11:25:17,etype
b5af2cde-dc48-40bd-b045-4a47145a42a6,style2,under-30,male,asia,1,2,Manufacturing,2017-11-01T13:55:40,dtype
0130fd6d-a262-46bb-ad8f-13f8553fb48d,style2,under-30,male,asia,1,2,Manufacturing,2017-11-01T17:02:39,ftype
1cb8232b-a407-4b17-a069-23fe48bf317d,style2,under-30,male,asia,2,2,Manufacturing,2017-11-01T11:24:16,ctype
5fcad3fa-bd93-40c4-8359-0a212486952e,style2,under-30,male,asia,2,2,Manufacturing,2017-11-01T17:46:44,atype
7b171d96-580c-4acd-9146-c159132d573a,style2,under-30,male,europe,1,2,Manufacturing,2017-11-01T01:13:24,ctype
1c4ec218-5420-46fb-a2ab-c1c8cee694f2,style2,under-30,male,europe,1,2,Manufacturing,2017-11-01T02:18:35,atype
dbcfcc37-8770-4737-ae6d-a19db8c0e9a1,style2,under-30,male,europe,1,2,Manufacturing,2017-11-01T05:47:18,btype
6ee6ac80-1889-410f-97ef-b653785860e2,style2,under-30,male,europe,1,2,Manufacturing,2017-11-01T09:42:30,ftype
165c7af2-154d-4d5a-9e9f-8d377029d403,style2,under-30,male,europe,1,2,Manufacturing,2017-11-01T13:02:00,ctype
209d60aa-a7a4-465a-a62d-50aba3f6409c,style2,under-30,male,europe,2,2,Manufacturing,2017-11-01T23:06:32,dtype
d192237d-a1b1-4f17-8a16-02024694e252,style2,under-30,female,us,1,2,Manufacturing,2017-11-01T01:56:25,etype
c6b77349-98ed-4050-a52e-66a4b16bab0c,style2,under-30,female,us,1,2,Manufacturing,2017-11-01T05:17:58,dtype
26e94732-bfa9-4537-b529-c59be272205d,style2,under-30,female,us,1,2,Manufacturing,2017-11-01T10:08:54,ctype
60a1c224-7075-4ec3-ac40-3d8576a09bdd,style2,under-30,female,asia,1,2,Manufacturing,2017-11-01T04:37:48,ftype
f3f735cf-4e1a-406e-89b9-3941ff39559a,style2,under-30,female,asia,1,2,Manufacturing,2017-11-01T06:27:30,dtype
b948762c-71c5-4336-b3a9-64540d1f91bf,style2,under-30,female,asia,1,2,Manufacturing,2017-11-01T13:17:51,ctype
9a2037f9-ee75-4b2b-96dc-673b08441ad1,style2,under-30,female,europe,2,2,Manufacturing,2017-11-01T16:54:36,ftype
60627337-3a58-4408-b2b8-98ab1bba2edf,style2,31-to-60,male,asia,2,2,Manufacturing,2017-11-01T09:28:23,dtype
d2795c5c-3d9b-45d6-9235-8dfc73827f02,style2,31-to-60,male,europe,1,2,Manufacturing,2017-11-01T05:19:40,etype
fe3f172e-acf6-487a-9ff0-97671c72d146,style2,31-to-60,male,europe,1,2,Manufacturing,2017-11-01T08:50:01,btype
28543c6b-49ef-4820-b5cf-b8ab9933fe17,style2,31-to-60,male,europe,2,2,Manufacturing,2017-11-01T21:57:52,dtype
5ea4601f-4a14-4b8f-8646-a6558cec208c,style2,31-to-60,female,us,1,2,Manufacturing,2017-11-01T05:06:02,ftype
51d4fe8e-0a61-41dc-ae33-52466a6cf1fc,style2,31-to-60,female,us,1,2,Manufacturing,2017-11-01T09:20:46,btype
72bdce4a-932f-4087-886a-f447de3c6cc2,style2,31-to-60,female,us,1,2,Manufacturing,2017-11-01T22:20:46,ctype
4f5cd8b3-eeb0-4c4c-afc8-35320934d391,style2,31-to-60,female,asia,1,2,Manufacturing,2017-11-01T11:53:45,btype
0c0de079-7d13-4fd3-a8b0-78db4ec3e705,style2,31-to-60,female,asia,2,2,Manufacturing,2017-11-01T04:38:54,dtype
28ce74a1-c6d6-46f4-936b-2abd77e8b829,style2,31-to-60,female,asia,2,2,Manufacturing,2017-11-01T12:52:57,etype
62526675-0092-4fcb-bcbf-a5df65e2bdbc,style2,31-to-60,female,europe,2,2,Manufacturing,2017-11-01T02:17:30,btype
62a1e9cb-c06d-4c07-9432-cd727280d6ab,style2,31-to-60,female,europe,2,2,Manufacturing,2017-11-01T17:18:36,ftype
d81eda26-5fa3-4497-a018-645934a74e34,style2,31-to-60,female,europe,2,2,Manufacturing,2017-11-01T20:04:27,atype
662585ad-3e8c-40a4-984f-9081bb77e574,style2,over-60,male,us,1,2,Manufacturing,2017-11-01T09:16:23,etype
cff15342-c876-4cf9-af4a-233c49102003,style2,over-60,male,us,1,2,Manufacturing,2017-11-01T10:37:44,ftype
fe2c467a-c0eb-47b9-a686-12ecc005b075,style2,over-60,male,us,2,2,Manufacturing,2017-11-01T21:05:57,atype
802e7c57-d399-4369-a753-c11f3d07b16d,style2,over-60,male,asia,1,2,Manufacturing,2017-11-01T19:54:41,etype
4af4aa49-ccfb-4f82-91dc-2dd80146bd09,style2,over-60,male,asia,2,2,Manufacturing,2017-11-01T11:35:58,atype
4793ac6c-8257-4ec3-968c-4baad6d7003d,style2,over-60,male,europe,1,2,Manufacturing,2017-11-01T01:29:45,etype
553d4757-9387-4229-aabc-fb632020acaf,style2,over-60,male,europe,1,2,Manufacturing,2017-11-01T12:07:06,ftype
69af4758-8542-4ea4-9912-624d58f8a0f3,style2,over-60,female,us,1,2,Manufacturing,2017-11-01T01:51:39,etype
e10b8559-1c29-4094-89ed-9ce9b5125c8c,style2,over-60,female,us,2,2,Manufacturing,2017-11-01T05:44:17,dtype
b03ef930-0d91-4685-8c8a-667ece5595b7,style2,over-60,female,asia,2,2,Manufacturing,2017-11-01T04:20:24,ctype
2e86fe0e-a28f-4fce-bfc2-0add4753d4e9,style2,over-60,female,asia,2,2,Manufacturing,2017-11-01T18:54:07,ctype
59b346e3-286f-4aa2-ab76-26d5031b7fc1,style2,over-60,female,europe,1,2,Manufacturing,2017-11-01T01:23:19,etype
e6b7d5cd-9903-4bb1-9854-b163bdb19fb0,style2,over-60,female,europe,1,2,Manufacturing,2017-11-01T11:12:16,ctype
e61f4ac8-5195-4c3c-8012-ad66c68996ce,style2,over-60,female,europe,1,2,Manufacturing,2017-11-01T17:23:45,btype
d65132a0-2984-40f3-ae01-8400f72afe5b,style2,over-60,female,europe,2,2,Manufacturing,2017-11-01T01:03:22,etype
3dd600a4-1ebe-4ada-ae00-4f5b0f20baab,style2,over-60,female,europe,2,2,Manufacturing,2017-11-01T02:43:28,ctype
92dde8f7-9bb3-4b25-875d-6fa564863897,style3,under-30,male,us,1,2,Manufacturing,2017-11-01T05:32:25,etype
9c64395b-bc58-4fbe-8ecc-511c4c157d1c,style3,under-30,male,us,1,2,Manufacturing,2017-11-01T12:11:07,etype
c61f980e-08ae-49c0-bf5b-6aa733043b83,style3,under-30,male,us,1,2,Manufacturing,2017-11-01T16:32:53,etype
f9275572-9f41-482c-be4c-c24947f45e57,style3,under-30,male,asia,2,2,Manufacturing,2017-11-01T19:13:46,dtype
46f9495d-2362-4771-a211-7ae13bf3b160,style3,under-30,male,europe,2,2,Manufacturing,2017-11-01T02:40:08,ctype
ac2e5b0b-6b1e-4840-994f-05a258ee8540,style3,under-30,male,europe,2,2,Manufacturing,2017-11-01T11:28:36,ftype
7944cac1-0f6e-40bf-947f-fe8d48f97cb2,style3,under-30,female,us,1,2,Manufacturing,2017-11-01T13:27:15,etype
f9500129-9351-4414-bece-c593cd0d359c,style3,under-30,female,us,1,2,Manufacturing,2017-11-01T14:31:15,atype
6ec15dd6-dc87-41e1-8029-1e5cbc5b47c8,style3,under-30,female,asia,1,2,Manufacturing,2017-11-01T04:32:04,dtype
14958a2b-dd95-4c25-aa58-728c1959bac9,style3,under-30,female,asia,1,2,Manufacturing,2017-11-01T07:38:34,ftype
220a0318-6c23-4d7b-9721-2c547c8b46bc,style3,under-30,female,asia,2,2,Manufacturing,2017-11-01T14:29:06,etype
d7f4f34e-54b8-4caf-9393-351c9540ec53,style3,under-30,female,europe,1,2,Manufacturing,2017-11-01T11:20:55,dtype
48f02550-fd6f-42b7-ba8b-0aa29eec85f8,style3,under-30,female,europe,1,2,Manufacturing,2017-11-01T12:36:05,etype
5c0c0242-dbdd-4a15-b925-37fad595f960,style3,under-30,female,europe,2,2,Manufacturing,2017-11-01T05:09:29,atype
b4b57e1f-aebb-4c02-a46d-048396993cea,style3,under-30,female,europe,2,2,Manufacturing,2017-11-01T13:38:52,btype
4acef701-dbfa-4351-88a2-29d0442118d6,style3,31-to-60,male,us,1,2,Manufacturing,2017-11-01T20:08:14,ctype
d018569c-8157-478d-b7d0-5e83c5c1e6cb,style3,31-to-60,male,asia,1,2,Manufacturing,2017-11-01T15:56:02,atype
4239fcbe-f415-4ce6-a2c5-5fc83a7c6cf1,style3,31-to-60,male,asia,2,2,Manufacturing,2017-11-01T04:48:14,ftype
1a7d7214-2bca-441b-8828-52da1d15ad65,style3,31-to-60,male,europe,1,2,Manufacturing,2017-11-01T21:18:34,etype
425e9fd3-243d-4506-835c-aefe0d436d13,style3,31-to-60,male,europe,2,2,Manufacturing,2017-11-01T13:26:23,btype
9bc9b0f6-1508-43a6-a335-9c55228ad602,style3,31-to-60,male,europe,2,2,Manufacturing,2017-11-01T16:36:19,dtype
4f463560-bfa4-4669-8e41-bf2ba53f27a1,style3,31-to-60,female,us,1,2,Manufacturing,2017-11-01T06:19:38,ctype
b67a10bb-8576-48ed-9658-fbb6f1e57cef,style3,31-to-60,female,us,1,2,Manufacturing,2017-11-01T13:38:37,ctype
edb21c4b-2eb1-49e4-80f1-d1672e9341c9,style3,31-to-60,female,us,1,2,Manufacturing,2017-11-01T22:24:34,etype
b7657559-fcf7-403f-aa36-55510a323f78,style3,31-to-60,female,us,2,2,Manufacturing,2017-11-01T05:07:40,etype
26837326-d4df-4f9d-92b3-f0f5758c59be,style3,31-to-60,female,asia,2,2,Manufacturing,2017-11-01T01:46:16,ctype
aefde486-9390-4ec4-af9c-02f773d7c552,style3,31-to-60,female,europe,1,2,Manufacturing,2017-11-01T03:02:59,btype
767705db-ba7b-4b42-9c26-f09cbee048fe,style3,31-to-60,female,europe,1,2,Manufacturing,2017-11-01T06:30:43,atype
d796f0e4-23f9-4f3b-998f-78c559080060,style3,31-to-60,female,europe,2,2,Manufacturing,2017-11-01T10:29:57,dtype
38b04698-6fd0-4af3-b2fc-45f3a190a601,style3,31-to-60,female,europe,2,2,Manufacturing,2017-11-01T11:20:36,etype
ecab14ce-0d6f-4e23-bfad-a62f47e072fb,style3,over-60,male,us,1,2,Manufacturing,2017-11-01T20:44:37,etype
958c351e-4431-4622-a78e-c3945a1c5ef0,style3,over-60,male,us,1,2,Manufacturing,2017-11-01T21:42:26,etype
27516ba3-893f-4ad4-9352-7397bcadece9,style3,over-60,male,us,2,2,Manufacturing,2017-11-01T09:35:55,etype
458d1e0a-bbe2-495b-8686-c561fadb737d,style3,over-60,male,us,2,2,Manufacturing,2017-11-01T21:58:51,ftype
68edadbf-1a1c-491e-b267-2743f014ff22,style3,over-60,male,asia,1,2,Manufacturing,2017-11-01T15:43:28,ctype
e0bd0ba1-055f-4cd9-a86d-cc80e128695a,style3,over-60,male,asia,1,2,Manufacturing,2017-11-01T21:10:11,btype
377a2867-9012-4351-8b39-0bd94e736784,style3,over-60,male,asia,2,2,Manufacturing,2017-11-01T04:36:01,ctype
61c8b18f-1181-4d82-be72-c6fe4faf26c2,style3,over-60,male,europe,2,2,Manufacturing,2017-11-01T10:51:19,ftype
e625ea00-052e-4226-b7b0-5b7762f0f193,style3,over-60,male,europe,2,2,Manufacturing,2017-11-01T12:23:34,etype
91bcafce-ea1b-477a-99a8-b4f87cb6c5ef,style3,over-60,female,us,1,2,Manufacturing,2017-11-01T13:44:03,ftype
afa786c3-de11-4dc8-a2a5-85598fe9c4e0,style3,over-60,female,europe,2,2,Manufacturing,2017-11-01T09:51:42,atype
0069e2b0-4258-49c9-b83a-28f29926ce90,style3,over-60,female,europe,2,2,Manufacturing,2017-11-01T22:38:05,etype
d50ed362-61b4-4500-b904-28cad31a9e50,style4,under-30,male,us,2,2,Manufacturing,2017-11-01T04:26:57,ftype
014fd549-0e46-48ff-9936-597e1184d880,style4,under-30,male,asia,1,2,Manufacturing,2017-11-01T10:03:37,dtype
78075dba-5f1f-4567-a0f4-6ed11f4397bd,style4,under-30,male,asia,1,2,Manufacturing,2017-11-01T22:47:19,atype
8e8d60bc-f0ad-4d20-bbe3-e84dfccec3db,style4,under-30,male,europe,1,2,Manufacturing,2017-11-01T08:29:10,etype
a7c34cab-17ca-4710-be05-ed2ec51e81a7,style4,under-30,male,europe,1,2,Manufacturing,2017-11-01T15:32:51,ctype
34e22bb8-09b5-48a0-afb3-a571de6b94b1,style4,under-30,male,europe,2,2,Manufacturing,2017-11-01T06:18:29,ftype
4af2cb18-6631-48df-9f2f-a6b871c7f6dd,style4,under-30,male,europe,2,2,Manufacturing,2017-11-01T22:52:37,etype
54ceb5e7-6000-4c24-83a5-460af20f0575,style4,under-30,female,us,1,2,Manufacturing,2017-11-01T02:41:15,dtype
39929936-6a8e-4427-896f-1090d3a14993,style4,under-30,female,us,1,2,Manufacturing,2017-11-01T05:16:33,ftype
d60bbf47-f9c9-484e-9b0c-61ca174fad07,style4,under-30,female,us,2,2,Manufacturing,2017-11-01T11:24:50,ftype
15c6d690-60b3-4261-9d29-24b425a89947,style4,under-30,female,asia,2,2,Manufacturing,2017-11-01T02:05:13,ctype
7e759664-d3b2-48cd-aa80-4399764775ca,style4,31-to-60,male,us,1,2,Manufacturing,2017-11-01T16:08:01,btype
013f06ad-72dc-4261-b1c2-cef3b1ece7b4,style4,31-to-60,male,us,1,2,Manufacturing,2017-11-01T22:01:18,btype
e863e1f2-8cfb-4872-8fad-59c98b637a38,style4,31-to-60,male,us,1,2,Manufacturing,2017-11-01T23:07:52,etype
2eeb9e08-3b31-464f-aa00-be002804a74c,style4,31-to-60,male,us,2,2,Manufacturing,2017-11-01T08:05:25,etype
adde5ad2-23bb-47ca-9577-c1032d2269c2,style4,31-to-60,male,asia,1,2,Manufacturing,2017-11-01T03:54:07,etype
abe2bd9a-2cf6-4cdd-9c62-060b2d28fdfe,style4,31-to-60,male,asia,1,2,Manufacturing,2017-11-01T13:03:54,etype
f1e9ace3-b982-4f5a-bc63-cbf0832975f6,style4,31-to-60,male,asia,2,2,Manufacturing,2017-11-01T19:12:48,btype
a1ffcb74-1bb2-40f1-9d5c-35391a9651b6,style4,31-to-60,male,europe,1,2,Manufacturing,2017-11-01T02:55:08,atype
3a7356cc-ea4c-4a57-8d4f-4e6024f13bc6,style4,31-to-60,female,us,1,2,Manufacturing,2017-11-01T20:06:25,ctype
32810400-6b6d-4252-866f-dabe3483fac8,style4,31-to-60,female,us,1,2,Manufacturing,2017-11-01T23:16:00,ctype
1dcd6b1a-8c91-4356-ada4-8851da7f592d,style4,31-to-60,female,us,2,2,Manufacturing,2017-11-01T19:29:48,atype
b68e38ca-f5a5-4dbd-94e3-07b419e96817,style4,31-to-60,female,asia,1,2,Manufacturing,2017-11-01T16:24:50,ctype
dc951656-36ab-43fc-82c7-ab850c3d9b10,style4,31-to-60,female,europe,1,2,Manufacturing,2017-11-01T10:32:47,ctype
74513cab-1069-4125-bcde-51bba391a1cf,style4,31-to-60,female,europe,1,2,Manufacturing,2017-11-01T19:40:24,ftype
1b39712e-509e-4027-b599-1427d84eb8a3,style4,31-to-60,female,europe,2,2,Manufacturing,2017-11-01T16:11:07,btype
509d40f2-ea50-477c-85fa-352e43775eee,style4,over-60,male,us,1,2,Manufacturing,2017-11-01T04:52:43,etype
0ac01d3c-7a84-4f67-af3e-bf40e1a9959a,style4,over-60,male,us,1,2,Manufacturing,2017-11-01T12:21:15,btype
bd7c7bcf-dea1-4a66-875f-3cb932c6e9da,style4,over-60,male,us,2,2,Manufacturing,2017-11-01T17:40:38,ctype
5a2e51cc-4f76-42dd-a323-9a9d8aef39e3,style4,over-60,male,us,2,2,Manufacturing,2017-11-01T19:07:33,atype
844559b3-bc51-4c22-8619-ff86c66723f9,style4,over-60,male,asia,1,2,Manufacturing,2017-11-01T02:06:03,ctype
9caf3b29-feea-4456-83eb-35262427d935,style4,over-60,male,asia,2,2,Manufacturing,2017-11-01T04:29:08,dtype
48145ac7-da4c-4cf6-b712-45af7e214cc2,style4,over-60,male,asia,2,2,Manufacturing,2017-11-01T22:03:59,atype
368626b0-2a1e-44b9-bd4b-daf963c2fc65,style4,over-60,female,us,1,2,Manufacturing,2017-11-01T01:55:33,btype
94b93615-87ac-4015-a1dd-a61a578399df,style4,over-60,female,asia,2,2,Manufacturing,2017-11-01T03:45:04,ftype
b1b4e6e7-6491-48da-89a8-57d43d1db30f,style4,over-60,female,asia,2,2,Manufacturing,2017-11-01T11:04:46,btype
bc2a150b-dab5-41f3-91ea-efd99d63a3a8,style1,under-30,male,us,2,2,Manufacturing,2017-11-02T10:44:37,ctype
088aae0e-f4f0-4388-860d-71d53a0d1aa0,style1,under-30,male,asia,1,2,Manufacturing,2017-11-02T05:01:01,etype
d7603a29-0da2-4ebe-9bb0-0d3d105605a1,style1,under-30,male,asia,1,2,Manufacturing,2017-11-02T10:42:37,atype
d4677b42-b222-4f31-b17d-1e6c745ef874,style1,under-30,male,asia,1,2,Manufacturing,2017-11-02T12:58:08,dtype
326a0286-b652-4d8f-87ab-95055a0f0512,style1,under-30,male,asia,1,2,Manufacturing,2017-11-02T17:22:14,ctype
35ce25de-5b27-42ba-91e4-ed1a4ef6f13c,style1,under-30,male,asia,2,2,Manufacturing,2017-11-02T16:36:53,ftype
e21810fd-c91a-49d2-b701-49bd4c797da0,style1,under-30,male,asia,2,2,Manufacturing,2017-11-02T21:28:46,atype
2f631ca2-b782-4d87-819d-24a850a1e4f3,style1,under-30,male,europe,2,2,Manufacturing,2017-11-02T07:29:17,ctype
3b5e08b4-9711-4954-9429-1c0affa1dd14,style1,under-30,male,europe,2,2,Manufacturing,2017-11-02T08:37:11,ftype
af39d1db-d0ff-4b17-87e2-49bcfb0f2188,style1,under-30,male,europe,2,2,Manufacturing,2017-11-02T13:15:39,etype
a21d4de5-1287-4ef4-a94b-17f627cc92c1,style1,under-30,female,us,1,2,Manufacturing,2017-11-02T03:26:12,dtype
0b922be2-d5a1-4da3-b79c-0404b1b0ed33,style1,under-30,female,us,2,2,Manufacturing,2017-11-03T00:28:34,btype
166ab8af-9df8-4d9c-bac1-0bd5b2213f45,style1,under-30,female,us,2,2,Manufacturing,2017-11-03T00:41:12,btype
bc17f0e7-7604-4384-a60e-1df575d87ada,style1,under-30,female,asia,1,2,Manufacturing,2017-11-02T13:07:27,btype
1e8e8944-e6a6-4731-b5cd-4adebbd5c0cb,style1,under-30,female,asia,2,2,Manufacturing,2017-11-02T14:51:16,dtype
7c37787d-b6ed-41d5-be06-28bb1b3a821b,style1,under-30,female,europe,1,2,Manufacturing,2017-11-02T18:28:52,ftype
1d63e5ce-e0f4-4cd4-aedc-3be56f210b69,style1,under-30,female,europe,1,2,Manufacturing,2017-11-02T19:05:34,etype
5f28e8a0-4f09-4a29-b46b-2115499082d3,style1,under-30,female,europe,2,2,Manufacturing,2017-11-03T02:56:18,btype
75045eb9-e367-4fbc-999e-4f49fda3fa08,style1,31-to-60,male,us,2,2,Manufacturing,2017-11-02T09:04:19,ftype
0feb7e4d-a215-4b6a-8d88-17c1c56786e7,style1,31-to-60,male,asia,1,2,Manufacturing,2017-11-02T04:20:21,dtype
e392fe5a-2763-4c87-b622-520393346c05,style1,31-to-60,male,asia,1,2,Manufacturing,2017-11-02T11:31:39,ftype
080583df-6439-4d84-bb5c-6d03b03208c6,style1,31-to-60,male,asia,2,2,Manufacturing,2017-11-02T02:41:20,ftype
8b49fc92-c91f-43b2-bb74-93e73f620858,style1,31-to-60,male,europe,1,2,Manufacturing,2017-11-02T08:02:22,btype
3deb6ab9-0b79-4eee-a1e0-96c2ea8c990d,style1,31-to-60,male,europe,1,2,Manufacturing,2017-11-02T17:21:28,etype
